seed,alg,strat,split,tprate,fprate,precision,recall,fscore,acc,time
5827,KStar,rand,1,0.79,0.05,93.80,78.90,0.86,87.50,0.20
5827,KStar,rand,2,0.87,0.21,76.70,86.80,0.82,82.35,0.20
5827,KStar,rand,3,0.74,0.19,76.30,74.40,0.75,77.91,0.20
5827,KStar,rand,4,0.90,0.15,82.90,89.50,0.86,87.06,0.21
5827,KStar,rand,5,0.83,0.14,82.90,82.90,0.83,84.81,0.20
5827,OneR,rand,1,0.42,0.05,88.90,42.10,0.57,70.00,0.19
5827,OneR,rand,2,0.53,0.04,90.90,52.60,0.67,76.47,0.20
5827,OneR,rand,3,0.62,0.02,96.00,61.50,0.75,81.40,0.20
5827,OneR,rand,4,0.58,0.04,91.70,57.90,0.71,78.82,0.20
5827,OneR,rand,5,0.46,0.09,80.00,45.70,0.58,70.89,0.20
5827,ZeroR,rand,1,0.00,0.00,0.00,0.00,0,52.50,0.19
5827,ZeroR,rand,2,0.00,0.00,0.00,0.00,0,55.29,0.19
5827,ZeroR,rand,3,0.00,0.00,0.00,0.00,0,54.65,0.19
5827,ZeroR,rand,4,0.00,0.00,0.00,0.00,0,55.29,0.19
5827,ZeroR,rand,5,0.00,0.00,0.00,0.00,0,55.70,0.19
5827,J48,rand,1,0.66,0.12,83.30,65.80,0.74,77.50,0.22
5827,J48,rand,2,0.84,0.34,66.70,84.20,0.74,74.12,0.22
5827,J48,rand,3,0.74,0.13,82.90,74.40,0.78,81.40,0.23
5827,J48,rand,4,0.74,0.30,66.70,73.70,0.70,71.76,0.22
5827,J48,rand,5,0.83,0.18,78.40,82.90,0.81,82.28,0.23
5827,RandomForest,rand,1,0.84,0.05,94.10,84.20,0.89,90.00,0.39
5827,RandomForest,rand,2,0.76,0.28,69.00,76.30,0.73,74.12,0.39
5827,RandomForest,rand,3,0.74,0.17,78.40,74.40,0.76,79.07,0.38
5827,RandomForest,rand,4,0.76,0.21,74.40,76.30,0.75,77.65,0.38
5827,RandomForest,rand,5,0.89,0.09,88.60,88.60,0.89,89.87,0.38
7421,NaiveBayes,pw,1,0.40,0.14,75.00,39.50,0.52,62.67,0.20
7421,NaiveBayes,pw,2,0.83,0.23,79.20,82.60,0.81,80.00,0.20
7421,NaiveBayes,pw,3,0.61,0.72,26.90,60.90,0.37,38.16,0.20
7421,NaiveBayes,pw,4,0.33,0.13,62.50,33.30,0.44,65.79,0.21
7421,NaiveBayes,pw,5,0.58,0.22,87.90,58.00,0.70,63.24,0.21
7421,Logistic,pw,1,0.29,0.19,61.10,28.90,0.39,54.67,0.29
7421,Logistic,pw,2,0.87,0.30,75.50,87.00,0.81,78.89,0.28
7421,Logistic,pw,3,0.96,0.43,48.90,95.70,0.65,68.42,0.31
7421,Logistic,pw,4,0.30,0.11,64.30,30.00,0.41,65.79,0.28
7421,Logistic,pw,5,0.56,0.33,82.40,56.00,0.67,58.82,0.31
7421,MultilayerPerceptron,pw,1,0.45,0.41,53.10,44.70,0.49,52.00,4.61
7421,MultilayerPerceptron,pw,2,0.83,0.30,74.50,82.60,0.78,76.67,4.59
7421,MultilayerPerceptron,pw,3,0.83,0.32,52.80,82.60,0.64,72.37,4.90
7421,MultilayerPerceptron,pw,4,0.47,0.07,82.40,46.70,0.60,75.00,5.27
7421,MultilayerPerceptron,pw,5,0.56,0.17,90.30,56.00,0.69,63.24,5.01
7421,SMO,pw,1,0.24,0.27,47.40,23.70,0.32,48.00,0.33
7421,SMO,pw,2,0.83,0.23,79.20,82.60,0.81,80.00,0.27
7421,SMO,pw,3,1.00,0.72,37.70,100.00,0.55,50.00,0.28
7421,SMO,pw,4,0.50,0.11,75.00,50.00,0.60,73.68,0.31
7421,SMO,pw,5,0.58,0.22,87.90,58.00,0.70,63.24,0.28
7421,KStar,pw,1,0.42,0.27,61.50,42.10,0.50,57.33,0.20
7421,KStar,pw,2,0.80,0.21,80.40,80.40,0.80,80.00,0.21
7421,KStar,pw,3,0.87,0.19,66.70,87.00,0.76,82.89,0.21
7421,KStar,pw,4,0.17,0.15,41.70,16.70,0.24,57.89,0.20
7421,KStar,pw,5,0.66,0.28,86.80,66.00,0.75,67.65,0.20
7421,OneR,pw,1,0.16,0.05,75.00,15.80,0.26,54.67,0.21
7421,OneR,pw,2,0.83,0.00,100.00,82.60,0.91,91.11,0.20
7421,OneR,pw,3,0.48,0.04,84.60,47.80,0.61,81.58,0.20
7421,OneR,pw,4,0.07,0.00,100.00,6.70,0.13,63.16,0.20
7421,OneR,pw,5,0.58,0.11,93.50,58.00,0.72,66.18,0.21
7421,ZeroR,pw,1,0.00,0.00,0.00,0.00,0,49.33,0.20
7421,ZeroR,pw,2,0.00,0.00,0.00,0.00,0,48.89,0.20
7421,ZeroR,pw,3,1.00,1.00,30.30,100.00,0.47,30.26,0.20
7421,ZeroR,pw,4,1.00,1.00,39.50,100.00,0.57,39.47,0.20
7421,ZeroR,pw,5,0.00,0.00,0.00,0.00,0,26.47,0.19
7421,J48,pw,1,0.29,0.08,78.60,28.90,0.42,60.00,0.23
7421,J48,pw,2,0.89,0.21,82.00,89.10,0.85,84.44,0.24
7421,J48,pw,3,0.87,0.42,47.60,87.00,0.62,67.11,0.23
7421,J48,pw,4,0.17,0.26,29.40,16.70,0.21,51.32,0.23
7421,J48,pw,5,0.64,0.56,76.20,64.00,0.70,58.82,0.24
7421,RandomForest,pw,1,0.40,0.08,83.30,39.50,0.54,65.33,0.39
7421,RandomForest,pw,2,0.83,0.46,65.50,82.60,0.73,68.89,0.42
7421,RandomForest,pw,3,0.96,0.32,56.40,95.70,0.71,76.32,0.41
7421,RandomForest,pw,4,0.20,0.11,54.50,20.00,0.29,61.84,0.44
7421,RandomForest,pw,5,0.62,0.39,81.60,62.00,0.71,61.76,0.40
7421,NaiveBayes,rand,1,0.55,0.14,77.80,55.30,0.65,71.25,0.21
7421,NaiveBayes,rand,2,0.76,0.32,65.90,76.30,0.71,71.76,0.21
7421,NaiveBayes,rand,3,0.49,0.19,67.90,48.70,0.57,66.28,0.21
7421,NaiveBayes,rand,4,0.66,0.34,61.00,65.80,0.63,65.88,0.22
7421,NaiveBayes,rand,5,0.63,0.09,84.60,62.90,0.72,78.48,0.21
7421,Logistic,rand,1,0.50,0.14,76.00,50.00,0.60,68.75,0.32
7421,Logistic,rand,2,0.76,0.28,69.00,76.30,0.73,74.12,0.33
7421,Logistic,rand,3,0.59,0.21,69.70,59.00,0.64,69.77,0.36
7421,Logistic,rand,4,0.63,0.30,63.20,63.20,0.63,67.06,0.32
7421,Logistic,rand,5,0.80,0.11,84.80,80.00,0.82,84.81,0.33
7421,MultilayerPerceptron,rand,1,0.71,0.07,90.00,71.10,0.79,82.50,4.97
7421,MultilayerPerceptron,rand,2,0.84,0.38,64.00,84.20,0.73,71.76,4.97
7421,MultilayerPerceptron,rand,3,0.67,0.19,74.30,66.70,0.70,74.42,4.84
7421,MultilayerPerceptron,rand,4,0.66,0.04,92.60,65.80,0.77,82.35,5.02
7421,MultilayerPerceptron,rand,5,0.86,0.25,73.20,85.70,0.79,79.75,4.85
7421,SMO,rand,1,0.50,0.10,82.60,50.00,0.62,71.25,0.36
7421,SMO,rand,2,0.74,0.23,71.80,73.70,0.73,75.29,0.32
7421,SMO,rand,3,0.62,0.19,72.70,61.50,0.67,72.09,0.37
7421,SMO,rand,4,0.71,0.15,79.40,71.10,0.75,78.82,0.33
7421,SMO,rand,5,0.63,0.14,78.60,62.90,0.70,75.95,0.32
7421,KStar,rand,1,0.79,0.05,93.80,78.90,0.86,87.50,0.23
7421,KStar,rand,2,0.87,0.21,76.70,86.80,0.82,82.35,0.21
7421,KStar,rand,3,0.74,0.19,76.30,74.40,0.75,77.91,0.23
7421,KStar,rand,4,0.90,0.15,82.90,89.50,0.86,87.06,0.23
7421,KStar,rand,5,0.83,0.14,82.90,82.90,0.83,84.81,0.21
7421,OneR,rand,1,0.42,0.05,88.90,42.10,0.57,70.00,0.20
7421,OneR,rand,2,0.53,0.04,90.90,52.60,0.67,76.47,0.20
7421,OneR,rand,3,0.62,0.02,96.00,61.50,0.75,81.40,0.21
7421,OneR,rand,4,0.58,0.04,91.70,57.90,0.71,78.82,0.28
7421,OneR,rand,5,0.46,0.09,80.00,45.70,0.58,70.89,0.34
7421,ZeroR,rand,1,0.00,0.00,0.00,0.00,0,52.50,0.20
7421,ZeroR,rand,2,0.00,0.00,0.00,0.00,0,55.29,0.19
7421,ZeroR,rand,3,0.00,0.00,0.00,0.00,0,54.65,0.20
7421,ZeroR,rand,4,0.00,0.00,0.00,0.00,0,55.29,0.20
7421,ZeroR,rand,5,0.00,0.00,0.00,0.00,0,55.70,0.21
7421,J48,rand,1,0.66,0.12,83.30,65.80,0.74,77.50,0.23
7421,J48,rand,2,0.84,0.34,66.70,84.20,0.74,74.12,0.23
7421,J48,rand,3,0.74,0.13,82.90,74.40,0.78,81.40,0.24
7421,J48,rand,4,0.74,0.30,66.70,73.70,0.70,71.76,0.23
7421,J48,rand,5,0.83,0.18,78.40,82.90,0.81,82.28,0.22
7421,RandomForest,rand,1,0.82,0.02,96.90,81.60,0.89,90.00,0.43
7421,RandomForest,rand,2,0.76,0.28,69.00,76.30,0.73,74.12,0.43
7421,RandomForest,rand,3,0.77,0.17,78.90,76.90,0.78,80.23,0.44
7421,RandomForest,rand,4,0.76,0.21,74.40,76.30,0.75,77.65,0.47
7421,RandomForest,rand,5,0.83,0.14,82.90,82.90,0.83,84.81,0.50
