seed,alg,strat,split,tprate,fprate,precision,recall,fscore,acc,time
7421,MultilayerPerceptron,pw,2,0.809,0.348,70.400,80.900,0.752,73.118,0.00033
7421,MultilayerPerceptron,pw,3,0.957,0.268,59.500,95.700,0.733,79.747,0.00033
7421,MultilayerPerceptron,pw,4,0.516,0.128,72.700,51.600,0.604,73.077,0.00033
7421,MultilayerPerceptron,pw,5,0.536,0.263,85.700,53.600,0.659,58.667,0.00033
7421,SMO,pw,1,0.162,0.053,75.000,16.200,0.267,56.000,0.00017
7421,SMO,pw,2,0.809,0.261,76.000,80.900,0.784,77.419,0.00017
7421,SMO,pw,3,0.826,0.482,41.300,82.600,0.551,60.760,0.00017
7421,SMO,pw,4,0.419,0.000,100.000,41.900,0.591,76.923,0.00017
7421,SMO,pw,5,0.589,0.158,91.700,58.900,0.717,65.333,0.00050
7421,KStar,pw,1,0.297,0.263,52.400,29.700,0.379,52.000,0.00567
7421,KStar,pw,2,0.787,0.174,82.200,78.700,0.804,80.645,0.00550
7421,KStar,pw,3,0.870,0.232,60.600,87.000,0.714,79.747,0.00550
7421,KStar,pw,4,0.258,0.170,50.000,25.800,0.340,60.256,0.00567
7421,KStar,pw,5,0.661,0.263,88.100,66.100,0.755,68.000,0.00567
7421,OneR,pw,1,0.135,0.053,71.400,13.500,0.227,54.667,0.00017
7421,OneR,pw,2,0.809,0.000,100.000,80.900,0.894,90.323,0.00017
7421,OneR,pw,3,0.478,0.036,84.600,47.800,0.611,82.279,0.00017
7421,OneR,pw,4,0.065,0.000,100.000,6.500,0.121,62.821,0.00017
7421,OneR,pw,5,0.554,0.105,93.900,55.400,0.697,64.000,0.00017
7421,ZeroR,pw,1,0.000,0.000,0.000,0.000,0.000,50.667,0.00017
7421,ZeroR,pw,2,0.000,0.000,0.000,0.000,0.000,49.462,0.00017
7421,ZeroR,pw,3,1.000,1.000,29.100,100.000,0.451,29.114,0.00017
7421,ZeroR,pw,4,1.000,1.000,39.700,100.000,0.569,39.744,0.00017
7421,ZeroR,pw,5,0.000,0.000,0.000,0.000,0.000,25.333,0.00017
7421,J48,pw,1,0.216,0.079,72.700,21.600,0.333,57.333,0.00017
7421,J48,pw,2,0.809,0.217,79.200,80.900,0.800,79.570,0.00017
7421,J48,pw,3,0.652,0.232,53.600,65.200,0.588,73.418,0.00017
7421,J48,pw,4,0.419,0.447,38.200,41.900,0.400,50.000,0.00017
7421,J48,pw,5,0.607,0.211,89.500,60.700,0.723,65.333,0.00017
7421,RandomForest,pw,1,0.270,0.184,58.800,27.000,0.370,54.667,0.00033
7421,RandomForest,pw,2,0.809,0.609,57.600,80.900,0.673,60.215,0.00033
7421,RandomForest,pw,3,0.783,0.286,52.900,78.300,0.632,73.418,0.00033
7421,RandomForest,pw,4,0.258,0.149,53.300,25.800,0.348,61.539,0.00050
7421,RandomForest,pw,5,0.589,0.316,84.600,58.900,0.695,61.333,0.00033
9876,NaiveBayes,rand,1,0.714,0.200,75.800,71.400,0.735,76.000,0.00017
9876,NaiveBayes,rand,2,0.629,0.275,66.700,62.900,0.647,68.000,0.00017
9876,NaiveBayes,rand,3,0.714,0.415,54.100,71.400,0.615,63.768,0.00017
9876,NaiveBayes,rand,4,0.833,0.775,49.200,83.300,0.619,51.316,0.00017
9876,NaiveBayes,rand,5,0.594,0.220,67.900,59.400,0.633,69.863,0.00017
9876,Logistic,rand,1,0.571,0.175,74.100,57.100,0.645,70.667,0.00017
9876,Logistic,rand,2,0.686,0.250,70.600,68.600,0.696,72.000,0.00017
9876,Logistic,rand,3,0.607,0.122,77.300,60.700,0.680,76.812,0.00017
9876,Logistic,rand,4,0.639,0.200,74.200,63.900,0.687,72.368,0.00017
9876,Logistic,rand,5,0.656,0.098,84.000,65.600,0.737,79.452,0.00017
9876,MultilayerPerceptron,rand,1,0.657,0.075,88.500,65.700,0.754,80.000,0.00017
9876,MultilayerPerceptron,rand,2,0.771,0.075,90.000,77.100,0.831,85.333,0.00033
9876,MultilayerPerceptron,rand,3,0.714,0.098,83.300,71.400,0.769,82.609,0.00033
9876,MultilayerPerceptron,rand,4,0.639,0.050,92.000,63.900,0.754,80.263,0.00033
9876,MultilayerPerceptron,rand,5,0.656,0.220,70.000,65.600,0.677,72.603,0.00033
9876,SMO,rand,1,0.629,0.125,81.500,62.900,0.710,76.000,0.00017
9876,SMO,rand,2,0.714,0.100,86.200,71.400,0.781,81.333,0.00017
9876,SMO,rand,3,0.643,0.146,75.000,64.300,0.692,76.812,0.00017
9876,SMO,rand,4,0.667,0.125,82.800,66.700,0.738,77.632,0.00017
9876,SMO,rand,5,0.563,0.122,78.300,56.300,0.655,73.973,0.00017
9876,KStar,rand,1,0.800,0.100,87.500,80.000,0.836,85.333,0.00567
9876,KStar,rand,2,0.829,0.150,82.900,82.900,0.829,84.000,0.00583
9876,KStar,rand,3,0.750,0.122,80.800,75.000,0.778,82.609,0.00583
9876,KStar,rand,4,0.861,0.075,91.200,86.100,0.886,89.474,0.00567
9876,KStar,rand,5,0.750,0.098,85.700,75.000,0.800,83.562,0.00567
9876,OneR,rand,1,0.429,0.050,88.200,42.900,0.577,70.667,0.00017
9876,OneR,rand,2,0.486,0.050,89.500,48.600,0.630,73.333,0.00017
9876,OneR,rand,3,0.571,0.024,94.100,57.100,0.711,81.159,0.00017
9876,OneR,rand,4,0.528,0.050,90.500,52.800,0.667,75.000,0.00017
9876,OneR,rand,5,0.344,0.098,73.300,34.400,0.468,65.753,0.00017
9876,ZeroR,rand,1,0.000,0.000,0.000,0.000,0.000,53.333,0.00017
9876,ZeroR,rand,2,0.000,0.000,0.000,0.000,0.000,53.333,0.00017
9876,ZeroR,rand,3,1.000,1.000,40.600,100.000,0.577,40.580,0.00017
9876,ZeroR,rand,4,0.000,0.000,0.000,0.000,0.000,52.632,0.00017
9876,ZeroR,rand,5,0.000,0.000,0.000,0.000,0.000,56.164,0.00017
9876,J48,rand,1,0.743,0.125,83.900,74.300,0.788,81.333,0.00017
9876,J48,rand,2,0.800,0.150,82.400,80.000,0.812,82.667,0.00017
9876,J48,rand,3,0.786,0.073,88.000,78.600,0.830,86.957,0.00017
9876,J48,rand,4,0.639,0.125,82.100,63.900,0.719,76.316,0.00017
9876,J48,rand,5,0.781,0.171,78.100,78.100,0.781,80.822,0.00017
9876,RandomForest,rand,1,0.771,0.075,90.000,77.100,0.831,85.333,0.00033
9876,RandomForest,rand,2,0.743,0.075,89.700,74.300,0.813,84.000,0.00033
9876,RandomForest,rand,3,0.714,0.098,83.300,71.400,0.769,82.609,0.00050
9876,RandomForest,rand,4,0.750,0.125,84.400,75.000,0.794,81.579,0.00033
9876,RandomForest,rand,5,0.750,0.122,82.800,75.000,0.787,82.192,0.00050
9876,NaiveBayes,pw,1,0.270,0.237,52.600,27.000,0.357,52.000,0.00033
9876,NaiveBayes,pw,2,0.809,0.217,79.200,80.900,0.800,79.570,0.00017
9876,NaiveBayes,pw,3,0.652,0.750,26.300,65.200,0.375,36.709,0.00017
9876,NaiveBayes,pw,4,0.677,0.340,56.800,67.700,0.618,66.667,0.00017
9876,NaiveBayes,pw,5,0.589,0.263,86.800,58.900,0.702,62.667,0.00017
9876,Logistic,pw,1,0.216,0.184,53.300,21.600,0.308,52.000,0.00017
9876,Logistic,pw,2,0.894,0.326,73.700,89.400,0.808,78.495,0.00017
9876,Logistic,pw,3,0.870,0.464,43.500,87.000,0.580,63.291,0.00017
9876,Logistic,pw,4,0.290,0.000,100.000,29.000,0.450,71.795,0.00017
9876,Logistic,pw,5,0.607,0.421,81.000,60.700,0.694,60.000,0.00017
9876,MultilayerPerceptron,pw,1,0.297,0.184,61.100,29.700,0.400,56.000,0.00033
9876,MultilayerPerceptron,pw,2,0.809,0.326,71.700,80.900,0.760,74.194,0.00017
9876,MultilayerPerceptron,pw,3,0.913,0.339,52.500,91.300,0.667,73.418,0.00033
9876,MultilayerPerceptron,pw,4,0.581,0.106,78.300,58.100,0.667,76.923,0.00017
9876,MultilayerPerceptron,pw,5,0.571,0.211,88.900,57.100,0.696,62.667,0.00017
9876,SMO,pw,1,0.162,0.053,75.000,16.200,0.267,56.000,0.00017
9876,SMO,pw,2,0.809,0.261,76.000,80.900,0.784,77.419,0.00017
9876,SMO,pw,3,0.826,0.482,41.300,82.600,0.551,60.760,0.00017
9876,SMO,pw,4,0.419,0.000,100.000,41.900,0.591,76.923,0.00017
9876,SMO,pw,5,0.589,0.158,91.700,58.900,0.717,65.333,0.00017
9876,KStar,pw,1,0.297,0.263,52.400,29.700,0.379,52.000,0.00567
9876,KStar,pw,2,0.787,0.174,82.200,78.700,0.804,80.645,0.00567
9876,KStar,pw,3,0.870,0.232,60.600,87.000,0.714,79.747,0.00567
9876,KStar,pw,4,0.258,0.170,50.000,25.800,0.340,60.256,0.00550
9876,KStar,pw,5,0.661,0.263,88.100,66.100,0.755,68.000,0.00567
9876,OneR,pw,1,0.135,0.053,71.400,13.500,0.227,54.667,0.00017
9876,OneR,pw,2,0.809,0.000,100.000,80.900,0.894,90.323,0.00017
9876,OneR,pw,3,0.478,0.036,84.600,47.800,0.611,82.279,0.00017
9876,OneR,pw,4,0.065,0.000,100.000,6.500,0.121,62.821,0.00017
9876,OneR,pw,5,0.554,0.105,93.900,55.400,0.697,64.000,0.00017
9876,ZeroR,pw,1,0.000,0.000,0.000,0.000,0.000,50.667,0.00017
9876,ZeroR,pw,2,0.000,0.000,0.000,0.000,0.000,49.462,0.00017
9876,ZeroR,pw,3,1.000,1.000,29.100,100.000,0.451,29.114,0.00017
9876,ZeroR,pw,4,1.000,1.000,39.700,100.000,0.569,39.744,0.00017
9876,ZeroR,pw,5,0.000,0.000,0.000,0.000,0.000,25.333,0.00017
9876,J48,pw,1,0.216,0.079,72.700,21.600,0.333,57.333,0.00017
9876,J48,pw,2,0.809,0.217,79.200,80.900,0.800,79.570,0.00017
9876,J48,pw,3,0.652,0.232,53.600,65.200,0.588,73.418,0.00017
9876,J48,pw,4,0.419,0.447,38.200,41.900,0.400,50.000,0.00017
9876,J48,pw,5,0.607,0.211,89.500,60.700,0.723,65.333,0.00017
9876,RandomForest,pw,1,0.270,0.211,55.600,27.000,0.364,53.333,0.00033
9876,RandomForest,pw,2,0.809,0.543,60.300,80.900,0.691,63.441,0.00050
9876,RandomForest,pw,3,0.783,0.339,48.600,78.300,0.600,69.620,0.00050
9876,RandomForest,pw,4,0.323,0.128,62.500,32.300,0.426,65.385,0.00033
9876,RandomForest,pw,5,0.625,0.421,81.400,62.500,0.707,61.333,0.00050
