id,dpname,fb_1,fb_2,fb_3,fb_4,fb_5,bow_1,bow_2,bow_3,bow_4,bow_5,lstm_1,lstm_2,lstm_3,lstm_4,lstm_5,ggnn_1,ggnn_2,ggnn_3,ggnn_4,ggnn_5
587,BenchmarkTest03422_truepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
588,BenchmarkTest05886_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
589,BenchmarkTest14768_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
590,BenchmarkTest00053_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
591,BenchmarkTest02840_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
592,BenchmarkTest05245_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
593,BenchmarkTest10920_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
594,BenchmarkTest14742_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
595,BenchmarkTest07141_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
596,BenchmarkTest05243_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
597,BenchmarkTest05903_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
598,BenchmarkTest02829_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
599,BenchmarkTest08961_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
600,BenchmarkTest02778_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
601,BenchmarkTest14717_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
602,BenchmarkTest02792_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
603,BenchmarkTest06522_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
604,BenchmarkTest00858_truepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
605,BenchmarkTest00931_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
606,BenchmarkTest02758_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
607,BenchmarkTest05914_truepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
608,BenchmarkTest08370_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
609,BenchmarkTest16612_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
610,BenchmarkTest21009_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
611,BenchmarkTest03450_truepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
612,BenchmarkTest05321_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
613,BenchmarkTest02796_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
614,BenchmarkTest03447_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
615,BenchmarkTest03476_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
616,BenchmarkTest02782_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
617,BenchmarkTest04715_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
618,BenchmarkTest03429_truepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
619,BenchmarkTest00878_falsepositive.txt,9,0,9,9,9,1,0,1,0,0,9,1,9,9,9,9,0,9,9,9
620,BenchmarkTest07767_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
621,BenchmarkTest00055_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
622,BenchmarkTest07128_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
623,BenchmarkTest01578_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
624,BenchmarkTest01537_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
625,BenchmarkTest02205_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
626,BenchmarkTest06531_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
627,BenchmarkTest15927_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
628,BenchmarkTest20381_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
629,BenchmarkTest20984_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
630,BenchmarkTest04709_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
631,BenchmarkTest05291_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
632,BenchmarkTest09625_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,0,9,9,9,9,1,9,9,9
633,BenchmarkTest02791_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
634,BenchmarkTest12766_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
635,BenchmarkTest02806_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
636,BenchmarkTest01487_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
637,BenchmarkTest09023_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
638,BenchmarkTest07114_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
639,BenchmarkTest04099_truepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
640,BenchmarkTest01472_truepositive.txt,9,0,9,9,9,1,1,1,1,0,9,1,9,9,9,9,1,9,9,9
641,BenchmarkTest05884_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
642,BenchmarkTest01586_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
643,BenchmarkTest20320_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
644,BenchmarkTest09714_falsepositive.txt,9,0,9,9,9,1,0,1,1,1,9,1,9,9,9,9,1,9,9,9
645,BenchmarkTest02186_falsepositive.txt,9,0,9,9,9,1,1,0,1,1,9,1,9,9,9,9,0,9,9,9
646,BenchmarkTest17841_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
647,BenchmarkTest01467_truepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
648,BenchmarkTest06459_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
649,BenchmarkTest19034_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
650,BenchmarkTest02190_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
651,BenchmarkTest08998_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
652,BenchmarkTest02767_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
653,BenchmarkTest08385_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
654,BenchmarkTest05250_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
655,BenchmarkTest10289_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
656,BenchmarkTest07720_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
657,BenchmarkTest08424_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
658,BenchmarkTest14741_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
659,BenchmarkTest08960_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
660,BenchmarkTest08965_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
661,BenchmarkTest00924_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
662,BenchmarkTest05239_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
663,BenchmarkTest09717_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
664,BenchmarkTest08983_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
665,BenchmarkTest08411_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
666,BenchmarkTest02131_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
667,BenchmarkTest01503_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
668,BenchmarkTest12156_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
669,BenchmarkTest19055_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
670,BenchmarkTest05856_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
671,BenchmarkTest12157_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
672,BenchmarkTest10298_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
673,BenchmarkTest04049_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
674,BenchmarkTest05908_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
675,BenchmarkTest17201_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
676,BenchmarkTest19743_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
677,BenchmarkTest05296_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
678,BenchmarkTest07725_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
679,BenchmarkTest00922_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
680,BenchmarkTest03394_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
681,BenchmarkTest20378_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
682,BenchmarkTest01502_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
683,BenchmarkTest06533_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
684,BenchmarkTest03418_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
685,BenchmarkTest09653_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
686,BenchmarkTest08377_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
687,BenchmarkTest05331_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
688,BenchmarkTest11552_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
689,BenchmarkTest05284_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
690,BenchmarkTest09687_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
691,BenchmarkTest09623_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
692,BenchmarkTest12790_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
693,BenchmarkTest09074_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
694,BenchmarkTest05924_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
695,BenchmarkTest00853_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
696,BenchmarkTest05252_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
697,BenchmarkTest05945_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
698,BenchmarkTest02750_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
699,BenchmarkTest20395_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
700,BenchmarkTest01574_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
701,BenchmarkTest04653_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
702,BenchmarkTest14065_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
703,BenchmarkTest01523_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
704,BenchmarkTest07155_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
705,BenchmarkTest21017_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
706,BenchmarkTest07781_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
707,BenchmarkTest04032_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
708,BenchmarkTest00915_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
709,BenchmarkTest20347_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
710,BenchmarkTest14043_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
711,BenchmarkTest07109_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
712,BenchmarkTest18475_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
713,BenchmarkTest07126_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
714,BenchmarkTest03400_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
715,BenchmarkTest10871_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
716,BenchmarkTest09685_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
717,BenchmarkTest02219_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
718,BenchmarkTest09633_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
719,BenchmarkTest04091_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
720,BenchmarkTest07804_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
721,BenchmarkTest15907_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
722,BenchmarkTest09028_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
723,BenchmarkTest16568_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
724,BenchmarkTest14111_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
725,BenchmarkTest04701_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
726,BenchmarkTest10207_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
727,BenchmarkTest09696_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
728,BenchmarkTest11587_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
729,BenchmarkTest08996_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
730,BenchmarkTest03427_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
731,BenchmarkTest13463_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
732,BenchmarkTest05312_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
733,BenchmarkTest01491_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
734,BenchmarkTest13490_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
735,BenchmarkTest00930_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
736,BenchmarkTest03408_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
737,BenchmarkTest07142_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
738,BenchmarkTest09018_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
739,BenchmarkTest21000_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
740,BenchmarkTest09694_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
741,BenchmarkTest02855_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
742,BenchmarkTest05301_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
743,BenchmarkTest14110_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
744,BenchmarkTest06497_falsepositive.txt,9,1,9,9,9,1,0,1,1,1,9,1,9,9,9,9,1,9,9,9
745,BenchmarkTest13421_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
746,BenchmarkTest07113_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
747,BenchmarkTest03436_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
748,BenchmarkTest05854_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
749,BenchmarkTest20925_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
750,BenchmarkTest10288_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
751,BenchmarkTest08990_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
752,BenchmarkTest08391_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
753,BenchmarkTest01518_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
754,BenchmarkTest05892_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
755,BenchmarkTest00912_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
756,BenchmarkTest05879_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
757,BenchmarkTest14059_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
758,BenchmarkTest07784_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,0,9,9,9,9,1,9,9,9
759,BenchmarkTest01584_truepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
760,BenchmarkTest08427_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
761,BenchmarkTest05306_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,0,9,9,9,9,0,9,9,9
762,BenchmarkTest03404_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
763,BenchmarkTest14048_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
764,BenchmarkTest15305_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
765,BenchmarkTest09039_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
766,BenchmarkTest08399_truepositive.txt,9,1,9,9,9,1,0,1,1,1,9,0,9,9,9,9,0,9,9,9
767,BenchmarkTest18411_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
768,BenchmarkTest08436_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
769,BenchmarkTest07164_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
770,BenchmarkTest04716_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
771,BenchmarkTest02824_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
772,BenchmarkTest00920_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
773,BenchmarkTest19720_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
774,BenchmarkTest02776_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
775,BenchmarkTest06470_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
776,BenchmarkTest10225_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
777,BenchmarkTest14723_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
778,BenchmarkTest09008_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
779,BenchmarkTest09629_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
780,BenchmarkTest03454_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
781,BenchmarkTest16570_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
782,BenchmarkTest19046_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
783,BenchmarkTest07116_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
784,BenchmarkTest16578_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
785,BenchmarkTest12772_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
786,BenchmarkTest08979_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
787,BenchmarkTest19667_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
788,BenchmarkTest09664_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
789,BenchmarkTest09650_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
790,BenchmarkTest13495_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
791,BenchmarkTest01492_truepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
792,BenchmarkTest07166_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
793,BenchmarkTest19097_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
794,BenchmarkTest03416_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
795,BenchmarkTest03399_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
796,BenchmarkTest07137_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
797,BenchmarkTest07787_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
798,BenchmarkTest16566_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
799,BenchmarkTest08417_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
800,BenchmarkTest20948_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
801,BenchmarkTest13444_falsepositive.txt,9,0,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
802,BenchmarkTest05940_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
803,BenchmarkTest15313_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
804,BenchmarkTest17827_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
805,BenchmarkTest06501_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
806,BenchmarkTest19757_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
807,BenchmarkTest16574_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
808,BenchmarkTest02808_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
809,BenchmarkTest09010_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
810,BenchmarkTest02121_falsepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,0,9,9,9
811,BenchmarkTest02798_truepositive.txt,9,1,9,9,9,1,1,1,1,1,9,1,9,9,9,9,1,9,9,9
