bench,dpname,rw-fb-rand-1,rw-fb-rand-2,rw-fb-rand-3,rw-fb-rand-4,rw-fb-rand-5,rw-fb-pw-1,rw-fb-pw-2,rw-fb-pw-3,rw-fb-pw-4,rw-fb-pw-5,rw-BoW-Freq-rand-1,rw-BoW-Freq-rand-2,rw-BoW-Freq-rand-3,rw-BoW-Freq-rand-4,rw-BoW-Freq-rand-5,rw-BoW-Freq-pw-1,rw-BoW-Freq-pw-2,rw-BoW-Freq-pw-3,rw-BoW-Freq-pw-4,rw-BoW-Freq-pw-5,rw-LSTM-rand-1,rw-LSTM-pw-1,rw-LSTM-rand-2,rw-LSTM-pw-2,rw-LSTM-rand-3,rw-LSTM-pw-3,rw-LSTM-rand-4,rw-LSTM-pw-4,rw-LSTM-rand-5,rw-LSTM-pw-5,rw-GGNN-rand-1,rw-GGNN-rand-2,rw-GGNN-rand-3,rw-GGNN-rand-4,rw-GGNN-rand-5,rw-GGNN-pw-1,rw-GGNN-pw-2,rw-GGNN-pw-3,rw-GGNN-pw-4,rw-GGNN-pw-5
H2,H2.TestCsv.406.TestCsv.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
H2,H2.TestCsv.487.TestCsv.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2,H2.TestCsv.489.TestCsv.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2,H2.TestCsv.494.TestCsv.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
H2,H2.TestFullText.195.TestFullText.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2,H2.TestFullText.200.TestFullText.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2,H2.TestFullText.204.TestFullText.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2,H2.TestFullText$1.271.TestFullText.test.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2,H2.TestFullText$1.291.TestFullText.test.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2,H2.TestFunctionOverload.54.TestFunctionOverload.test.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
H2,H2.TestFunctionOverload.59.TestFunctionOverload.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
H2,H2.TestFunctionOverload.71.TestFunctionOverload.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
H2,H2.TestFunctionOverload.91.TestFunctionOverload.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1
H2,H2.TestFunctionOverload.107.TestFunctionOverload.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
H2,H2.TestFunctions.2200.TestFunctions.addRow.truepositive.txt,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
H2,H2.TestFuzzOptimizations.111.TestFuzzOptimizations.test.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
H2,H2.TestFuzzOptimizations.114.TestFuzzOptimizations.test.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1
H2,H2.TestIndex.239.TestIndex.test.falsepositive.txt,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
H2,H2.TestIndexHints.66.TestIndexHints.test.truepositive.txt,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0
H2,H2.TestJoin.251.TestJoin.test.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1
H2,H2.TestJoin.253.TestJoin.test.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
H2,H2.TestNativeSQL.253.TestNativeSQL.test.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
H2,H2.TestScript.189.TestScript.test.truepositive.txt,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1
H2,H2.TestScript.253.TestScript.test.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
H2,H2.TestTwoPhaseCommit.98.TestTwoPhaseCommit.test.falsepositive.txt,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
H2,H2.TestTwoPhaseCommit.100.TestTwoPhaseCommit.test.falsepositive.txt,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
H2,H2.WebApp.1330.WebApp.editResult.truepositive.txt,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
H2,H2.WebApp.1380.WebApp.editResult.truepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
H2,H2.WebApp.1453.WebApp.editResult.truepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
Hsqldb,Hsqldb.CodeSwitcher.151.CodeSwitcher.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
Hsqldb,Hsqldb.CodeSwitcher.153.CodeSwitcher.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
Hsqldb,Hsqldb.CodeSwitcher.193.CodeSwitcher.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.CodeSwitcher.194.CodeSwitcher.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.CodeSwitcher.299.CodeSwitcher.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0
Hsqldb,Hsqldb.CodeSwitcher.323.CodeSwitcher.main.truepositive.txt,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.CodeSwitcher.324.CodeSwitcher.main.truepositive.txt,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.CodeSwitcher.475.CodeSwitcher.main.truepositive.txt,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
Hsqldb,Hsqldb.CodeSwitcher.480.CodeSwitcher.main.truepositive.txt,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DatabaseManager.349.DatabaseManager.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1
Hsqldb,Hsqldb.DatabaseManager.853.DatabaseManager.actionPerformed.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DatabaseManager.1057.DatabaseManager.actionPerformed.truepositive.txt,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DatabaseManagerCommon.268.DatabaseManager.insertTestData.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0
Hsqldb,Hsqldb.DatabaseManagerCommon.272.DatabaseManager.insertTestData.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0
Hsqldb,Hsqldb.DbBackup.92.DbBackupMain.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DbBackup.97.DbBackupMain.main.truepositive.txt,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DbBackup.98.DbBackupMain.main.truepositive.txt,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DbBackup.99.DbBackupMain.main.truepositive.txt,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DbBackup.100.DbBackupMain.main.truepositive.txt,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DbBackup.101.DbBackupMain.main.truepositive.txt,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DbBackup.102.DbBackupMain.main.truepositive.txt,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DbBackup.116.Logger.backup.falsepositive.txt,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Hsqldb,Hsqldb.DbBackup.121.Logger.backup.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Hsqldb,Hsqldb.DbBackup.250.Logger.backup.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
Hsqldb,Hsqldb.DbBackupMain.84.DbBackupMain.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DbBackupMain.104.DbBackupMain.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DbBackupMain.106.DbBackupMain.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DbBackupMain.128.DbBackupMain.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.DbBackupMain.136.DbBackupMain.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.FileRecordReader.79.FileRecordReader.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1
Hsqldb,Hsqldb.HsqlSocketFactory.125.ClientConnection.openConnection.truepositive.txt,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0
Hsqldb,Hsqldb.HsqlSocketFactory.140.ClientConnection.openConnection.truepositive.txt,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
Hsqldb,Hsqldb.LdapAuthBeanTester.104.LdapAuthBeanTester.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
Hsqldb,Hsqldb.LdapAuthBeanTester.132.LdapAuthBeanTester.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
Hsqldb,Hsqldb.Preprocessor.224.PreprocessorAntTask.execute.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Hsqldb,Hsqldb.Preprocessor.225.PreprocessorAntTask.execute.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Hsqldb,Hsqldb.Preprocessor.322.PreprocessorAntTask.execute.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Hsqldb,Hsqldb.Preprocessor.653.Preprocessor.processInclude.falsepositive.txt,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Hsqldb,Hsqldb.Preprocessor.656.Preprocessor.processInclude.falsepositive.txt,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hsqldb,Hsqldb.Preprocessor.660.Preprocessor.processInclude.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hsqldb,Hsqldb.Server.1040.Server.setWebRoot.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
Hsqldb,Hsqldb.ServerAcl.506.ServerAcl.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Hsqldb,Hsqldb.Servlet.222.Servlet.doGet.truepositive.txt,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
Hsqldb,Hsqldb.Servlet.226.Servlet.doGet.truepositive.txt,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1
Hsqldb,Hsqldb.SqlFileEmbedder.85.SqlFileEmbedder.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.SqlTool.563.SqlTool.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.TarFileOutputStream.135.TarGeneratorMain.main.truepositive.txt,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.TarGenerator$TarEntrySupplicant.396.TarGeneratorMain.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
Hsqldb,Hsqldb.TarGeneratorMain.53.TarGeneratorMain.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.TarGeneratorMain.59.TarGeneratorMain.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.TarReader.337.TarReaderMain.main.truepositive.txt,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.TarReader$TarEntryHeader.583.TarReaderMain.main.truepositive.txt,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.TarReaderMain.55.TarReaderMain.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.TarReaderMain.85.TarReaderMain.main.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hsqldb,Hsqldb.Testdb.68.Testdb.main.falsepositive.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
Hsqldb,Hsqldb.TriggerSample.374.TriggerSample.getConnection.falsepositive.txt,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hsqldb,Hsqldb.TriggerSample.384.TriggerSample.setup.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
Hsqldb,Hsqldb.WebServerConnection.461.WebServerConnection.run.truepositive.txt,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
Jackrabbit,Jackrabbit.CooperativeFileLock.150.CooperativeFileLock.acquire.truepositive.txt,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
Jackrabbit,Jackrabbit.DatabasePersistenceManager.1051.DatabasePersistenceManager.init.falsepositive.txt,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jackrabbit,Jackrabbit.DatabasePersistenceManager.1147.DatabasePersistenceManager.reestablishConnection.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
Jackrabbit,Jackrabbit.DatabasePersistenceManager.1184.DatabasePersistenceManager.reestablishConnection.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
Jackrabbit,Jackrabbit.FileBasedNamespaceMappings.149.SlowQueryHandler.doInit.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jackrabbit,Jackrabbit.IndexingQueueStore.145.SearchIndex.doInit.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Jackrabbit,Jackrabbit.IndexingQueueStore.155.SearchIndex.doInit.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jetty,Jetty.AbstractDatabaseLoginModule.95.AbstractLoginModule.login.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
Jetty,Jetty.AbstractDatabaseLoginModule.128.AbstractLoginModule.login.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
Jetty,Jetty.AbstractHandler.100.AbstractHandler.doError.truepositive.txt,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
Jetty,Jetty.ContextHandler.1046.ContextHandler.checkContext.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
Jetty,Jetty.ContextHandler.1048.ContextHandler.checkContext.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Jetty,Jetty.CookieCutter.372.SessionHandler.checkRequestedSessionId.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
Jetty,Jetty.CookieCutter.372.SessionHandler.doScope.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Jetty,Jetty.GzipHandler.487.GzipHandler.handle.truepositive.txt,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
Jetty,Jetty.MovedContextHandler$Redirector.124.MovedContextHandler$Redirector.handle.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Jetty,Jetty.ResourceService.263.ResourceService.doGet.truepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
Jetty,Jetty.ResourceService.302.ResourceService.doGet.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1
Jetty,Jetty.ResourceService.390.ResourceService.sendWelcome.truepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Jetty,Jetty.ResourceService.418.ResourceService.sendWelcome.truepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Jetty,Jetty.ResourceService.548.ResourceService.passConditionalHeaders.truepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
Jetty,Jetty.ResourceService.606.ResourceService.passConditionalHeaders.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
Jetty,Jetty.SecuredRedirectHandler.66.SecuredRedirectHandler.handle.truepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
